2025-02-06 22:34:19,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:34:19,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:36:00,bus,tensor(0.9611),"[115.70512390136719, 133.19801330566406, 1011.8277587890625, 571.8721313476562]"
2025-02-06 22:37:58,car,tensor(0.8839),"[285.7019348144531, 276.4447937011719, 656.3427124023438, 602.9838256835938]"
2025-02-06 22:38:27,car,tensor(0.8839),"[285.7019348144531, 276.4447937011719, 656.3427124023438, 602.9838256835938]"
2025-02-06 22:41:25,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 22:41:25,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 22:41:25,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 22:41:25,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 22:41:25,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:41:25,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:46:25,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 22:46:25,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 22:46:25,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 22:46:25,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 22:46:25,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:46:25,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:48:29,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 22:48:29,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 22:48:29,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 22:48:29,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 22:48:29,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:48:29,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:50:43,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 22:50:43,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 22:50:43,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 22:50:43,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 22:50:43,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:50:43,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:54:07,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 22:54:07,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 22:54:07,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 22:54:07,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 22:54:07,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:54:07,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:57:13,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 22:57:13,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 22:57:13,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 22:57:13,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 22:57:13,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:57:13,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:58:44,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 22:58:44,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 22:58:44,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 22:58:44,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 22:58:44,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 22:58:44,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 22:59:28,car,tensor(0.9334),"[338.38702392578125, 84.11497497558594, 438.049560546875, 163.89097595214844]"
2025-02-06 22:59:28,car,tensor(0.8279),"[234.08465576171875, 82.30135345458984, 322.03363037109375, 150.44412231445312]"
2025-02-06 23:01:36,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:01:36,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:01:36,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:01:36,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:01:36,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:01:36,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:04:24,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:04:24,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:04:24,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:04:24,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:04:24,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:04:24,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:07:10,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:07:10,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:07:10,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:07:10,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:07:10,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:07:10,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:09:23,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:09:23,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:09:23,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:09:23,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:09:23,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:09:23,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:10:02,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:10:02,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:10:02,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:10:02,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:10:02,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:10:02,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:10:40,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:10:40,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:10:40,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:10:40,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:10:40,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:10:40,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:25:02,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:25:02,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:25:02,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:25:02,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:25:02,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:25:02,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:28:09,car,tensor(0.9296),"[703.1778564453125, 479.33782958984375, 1186.9705810546875, 814.03857421875]"
2025-02-06 23:28:09,car,tensor(0.8468),"[382.27099609375, 417.7674865722656, 504.45574951171875, 510.2319030761719]"
2025-02-06 23:28:09,car,tensor(0.8466),"[173.54254150390625, 405.1008605957031, 363.92608642578125, 566.4049072265625]"
2025-02-06 23:28:09,person,tensor(0.8231),"[1239.4658203125, 372.79510498046875, 1299.4959716796875, 588.3779907226562]"
2025-02-06 23:28:09,person,tensor(0.7568),"[1199.0018310546875, 371.52105712890625, 1249.20703125, 553.9436645507812]"
2025-02-06 23:28:09,car,tensor(0.6526),"[0.25034964084625244, 398.35589599609375, 214.72789001464844, 611.2139282226562]"
2025-02-06 23:28:09,car,tensor(0.5840),"[479.37200927734375, 413.45391845703125, 567.1044921875, 493.9793395996094]"
2025-02-06 23:28:09,car,tensor(0.5106),"[0.0, 397.6405029296875, 214.513916015625, 610.5911254882812]"
2025-02-06 23:28:09,truck,tensor(0.5012),"[814.9273071289062, 313.1355285644531, 997.5177001953125, 488.0395812988281]"
2025-02-06 23:33:30,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:33:30,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:33:30,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:33:30,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:33:30,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:33:30,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
2025-02-06 23:38:35,bus,tensor(0.8966),"[789.044189453125, 353.2173767089844, 964.706787109375, 570.006591796875]"
2025-02-06 23:38:35,car,tensor(0.8340),"[0.7550239562988281, 309.97991943359375, 512.0806884765625, 765.6109008789062]"
2025-02-06 23:38:35,car,tensor(0.7883),"[1094.86474609375, 486.2190246582031, 1269.2203369140625, 599.8074340820312]"
2025-02-06 23:38:35,car,tensor(0.7742),"[490.4739685058594, 448.1123962402344, 667.957275390625, 604.5010986328125]"
2025-02-06 23:38:35,car,tensor(0.6194),"[652.1917114257812, 476.990966796875, 724.3265991210938, 558.95849609375]"
2025-02-06 23:38:35,car,tensor(0.5822),"[953.7861938476562, 487.57940673828125, 1000.1160888671875, 538.0349731445312]"
